ID,Duration__in_seconds_,CRT1,CRT2,CRT3,CRT4,CRT5,CRT6,CRT7,CRT1perf,CRT2perf,CRT3perf,CRT4perf,CRT5perf,CRT6perf,CRT7perf,N1,N2,N3,N1perf,N2perf,N3perf,AOT_1,AOT_2,AOT_3,AOT_4,AOT_5,AOT_6,AOT_7,AOT_8,Climatoskepticism_1,Climatoskepticism_2,Climatoskepticism_3,Climatoskepticism_4,Climatoskepticism_5,Climatoskepticism_6,Climatoskepticism_7,Climatoskepticism_8,Climatoskepticism_9,Climatoskepticism_10,Climatoskepticism_11,Climatoskepticism_12,BeliefScience_1,BeliefScience_2,BeliefScience_3,BeliefScience_4,BeliefScience_5,BeliefScience_6,BeliefScience_7,BeliefScience_8,BeliefScience_9,BeliefScience_10,SciLit1,SciLit2,SciLit3,SciLit4,SciLit5,SciLit6,SciLit7,SciLit8,Gender,Gender_3_TEXT,Age,Ethnicity,Education,MaritalStatus,HouseholdIncome,Mturk,TrapQuestion,Completion,CRT,Numtotal,AOT,BeliefInSciencetotal,Literacy,Climato,filter,filter_$,AOTratio,CRTratio,CognitiveReflection,NumeracyLiteracyIndex
166,910,$0.05,5 minutes,47,second place,8,Emily,27,1,1,1,1,1,1,0,500,10,0.001,1,1,1,4,4,4,5,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,6,6,5,4,4,5,4,6,5,6,1,1,1,1,1,1,0,1,2,NA,62,1,8,2,3,52918951,1,1,6,3,27,51,7,12,1,1,0.675,0.8571428571428571,0.7660714285714285,10
167,266,",05",5,47,2nd,8,Emily,none,1,1,1,1,1,1,1,500,10,.1%,1,1,1,4,5,5,5,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,2,2,4,3,3,5,6,1,1,1,1,1,0,1,1,2,NA,31,1,7,3,2,97968305,1,1,7,3,38,43,7,12,1,1,0.95,1,0.975,10
168,272,.05,100,24,second,8,emily,9,1,0,0,1,1,1,0,500,1,10,1,0,0,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,1,2,4,3,2,3,3,3,1,2,2,2,5,1,1,1,1,1,1,1,1,2,NA,28,1,8,1,3,74140706,1,1,4,1,32,26,8,39,1,1,0.8,0.5714285714285714,0.6857142857142857,9
169,331,.10,100,24,1st,7,june,9,0,0,0,0,0,0,0,500,10,.01,1,1,0,3,2,3,2,3,4,3,4,2,3,2,4,4,2,3,4,3,2,2,4,3,4,3,4,5,4,3,4,4,3,1,1,1,1,1,1,1,1,1,NA,34,1,8,2,3,32560464,1,1,0,2,24,37,8,35,1,1,0.6,0,0.3,10
170,513,0.10,100,24,first,8,Emily,9,0,0,0,0,1,1,0,166,100,0.1,0,0,0,3,4,3,5,3,5,5,3,3,3,4,2,3,4,4,5,3,4,3,3,4,1,3,1,2,2,1,2,1,4,1,0,0,1,0,0,1,1,2,NA,35,1,8,2,3,17742678,1,1,2,0,31,21,4,41,1,1,0.775,0.2857142857142857,0.5303571428571429,4
171,312,.05,5 minutes,47,second,8,Emily,0,1,1,1,1,1,1,1,anywhere from 0 to 1000 times,10,.001,0,1,1,4,4,4,4,3,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,3,5,3,1,2,3,2,3,3,6,1,1,1,1,1,1,1,1,2,NA,30,1,8,1,3,7962779,1,1,7,2,31,31,8,12,1,1,0.775,1,0.8875,10
172,718,.05,10,47,1,8,june,27,1,0,1,0,1,0,0,500,10,.1,1,1,0,3,4,4,4,3,3,4,4,2,2,1,2,1,2,2,1,2,3,2,2,5,3,4,2,2,4,4,5,4,4,1,1,0,1,1,0,0,0,1,NA,29,1,8,2,3,26164983,1,1,3,2,29,37,4,22,1,1,0.725,0.42857142857142855,0.5767857142857142,6
173,559,0.10,100,24,first,7,emily,27,0,0,0,0,0,1,0,6,1000,1000,0,0,0,5,4,4,1,2,2,2,4,5,4,4,5,5,5,4,4,5,4,4,4,6,5,4,5,5,6,5,5,4,5,1,1,0,1,1,1,0,0,2,NA,26,1,8,2,4,39532841,1,1,1,0,24,50,5,53,1,1,0.6,0.14285714285714285,0.37142857142857144,5
174,637,.10,100,24,1st,7,Emily,37,0,0,0,0,0,1,0,300,10,1,0,1,0,5,5,4,5,3,3,4,4,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,3,3,4,3,3,3,3,1,0,0,1,1,1,1,0,2,NA,59,1,4,2,4,71587164,1,1,1,1,33,33,5,25,1,1,0.825,0.14285714285714285,0.4839285714285714,6
175,1066,.10,5 minutes,47,second,8,Emily,27,0,1,1,1,1,1,0,500,10,.10,1,1,0,5,5,4,5,4,4,4,4,4,4,4,5,5,5,5,4,4,4,5,5,4,4,4,3,4,3,2,3,4,4,1,1,1,1,1,1,1,1,1,NA,49,1,9,1,3,21479212,1,1,5,2,35,35,8,54,1,1,0.875,0.7142857142857143,0.7946428571428572,10
176,276,I don't know.,100,24,2nd,8,Emily,27,0,0,0,1,1,1,0,500,10,.01,1,1,0,4,4,2,3,3,4,2,4,5,5,4,3,5,5,5,4,5,3,4,5,2,2,4,1,1,1,4,2,4,4,1,1,1,1,1,1,1,1,2,NA,26,1,8,2,3,45783400,1,1,3,2,26,25,8,53,1,1,0.65,0.42857142857142855,0.5392857142857143,10
177,405,.05,5,47,2,8,emily,0,1,1,1,0,1,1,1,500,20,5,1,0,0,3,4,4,4,4,3,4,4,5,5,5,1,1,5,5,5,5,5,5,5,3,2,5,2,2,2,2,2,3,3,1,1,0,1,1,1,1,1,2,NA,61,1,4,2,3,81438027,1,1,6,1,30,26,7,52,1,1,0.75,0.8571428571428571,0.8035714285714286,8
178,503,.10,5,24,second,8,emily,3,0,1,0,1,1,1,0,300,100,10,0,0,0,2,3,3,4,3,4,4,3,2,2,1,2,3,3,3,3,2,4,3,4,3,4,4,3,3,4,4,4,4,4,1,0,1,0,1,0,1,0,2,NA,33,1,5,2,3,68954995,1,1,4,0,26,37,4,32,1,1,0.65,0.5714285714285714,0.6107142857142858,4
179,377,.10,5,24,1st,7,Emily,27,0,1,0,0,0,1,0,500,10,.01%,1,1,0,4,4,4,5,3,4,5,3,2,2,2,3,2,4,4,4,2,4,3,4,3,4,4,3,3,4,3,3,4,4,1,0,1,1,1,1,1,0,2,NA,23,1,8,1,2,48345242,1,1,2,2,32,35,6,36,1,1,0.8,0.2857142857142857,0.5428571428571429,8
180,1293,0.05,100,47,1,8,Emily,27,1,0,1,0,1,1,0,6,10,0.1%,0,1,1,4,5,4,3,2,2,2,4,4,4,5,4,4,5,4,3,4,4,5,4,5,6,5,5,5,5,5,4,5,5,1,1,0,1,1,0,0,0,2,NA,26,1,9,1,2,89112244,1,1,4,2,26,50,4,50,1,1,0.65,0.5714285714285714,0.6107142857142858,6
181,1145,.10,100,24,second,7,Emily,9,0,0,0,1,0,1,0,300,10,10,0,1,0,3,3,3,2,1,1,2,1,4,5,1,1,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,NA,23,2,4,3,2,16473866,1,1,2,1,16,10,7,26,1,1,0.4,0.2857142857142857,0.34285714285714286,8
182,410,0.05,5 minutes,47 days,second,8,Emily,27,1,1,1,1,1,1,0,500,10,0.1,1,1,0,3,5,5,4,4,4,5,3,1,1,1,1,2,3,3,3,1,2,2,1,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,NA,20,5,5,1,4,19922421,1,1,6,2,33,60,8,21,1,1,0.825,0.8571428571428571,0.8410714285714285,10
183,686,0.10,100,12,3,7,june,3,0,0,0,0,0,0,0,6,yes,10,0,0,0,4,4,5,2,2,1,2,4,4,4,3,4,4,4,3,3,4,4,5,4,5,5,5,4,5,5,6,5,5,5,1,1,1,0,1,1,0,0,1,NA,29,4,10,2,2,21532018,1,1,0,0,24,50,5,46,1,1,0.6,0,0.3,5
184,322,0.05,50,47,second,15,Emily,9,1,0,1,1,0,1,0,479,100,10,0,0,0,3,4,4,5,2,3,4,4,5,5,1,1,1,5,2,1,1,1,3,3,6,2,5,5,5,5,5,5,5,5,1,0,0,1,1,1,0,1,2,NA,31,3,8,1,4,61281673,1,1,4,0,29,48,5,29,1,1,0.725,0.5714285714285714,0.6482142857142856,5
185,523,.10,2,24,1,7,May,36,0,0,0,0,0,0,0,6,10,.01,0,1,0,1,5,4,2,1,2,2,4,4,4,4,4,3,3,3,3,2,2,4,3,4,4,4,5,6,2,4,6,6,5,1,1,0,0,1,1,1,0,1,NA,23,2,5,1,4,19545631,1,1,0,1,21,46,5,39,1,1,0.525,0,0.2625,6
186,213,0.1,100,47,first,8,emily,3,0,0,1,0,1,1,0,500,1,0.01,1,0,0,4,5,5,5,3,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,0,1,NA,33,2,4,5,3,23317871,1,1,3,1,36,60,7,12,1,1,0.9,0.42857142857142855,0.6642857142857143,8
187,373,.05,5,47,2,8,Emily,0,1,1,1,0,1,1,1,500,10,.1,1,1,0,3,5,5,5,3,3,5,4,5,5,3,5,4,5,5,5,5,5,5,5,4,4,2,2,3,5,4,5,5,4,1,1,1,1,1,1,1,1,2,NA,44,1,8,1,1,74933898,1,1,6,2,33,38,8,57,1,1,0.825,0.8571428571428571,0.8410714285714285,10
188,480,.05,5 minutes,47 days,second place,8,Emily,0,1,1,1,1,1,1,1,500,10,.1,1,1,0,3,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,3,1,6,6,6,4,4,6,4,4,6,6,1,0,1,0,1,1,1,1,1,NA,49,1,8,2,3,16735906,1,1,7,2,38,52,6,14,1,1,0.95,1,0.975,8
189,665,10 cents,5 minutes,12,First place,8,Emily,3,0,1,0,0,1,1,0,512,100,1,1,0,0,3,5,4,5,5,4,5,5,2,2,1,5,1,1,1,1,1,2,1,2,5,5,3,3,4,4,2,2,4,5,1,1,1,1,1,1,1,1,2,NA,60,2,8,5,2,13324549,1,1,3,1,36,37,8,20,1,1,0.9,0.42857142857142855,0.6642857142857143,9
190,431,10,100,24,second,8,Emily,27,0,0,0,1,1,1,0,300,10,1,0,1,0,4,4,5,5,2,2,4,5,1,1,1,1,1,1,1,1,1,1,1,1,6,5,6,6,5,6,5,6,6,6,1,1,0,0,1,1,1,1,2,NA,60,1,5,5,2,51547503,1,1,3,1,31,57,6,12,1,1,0.775,0.42857142857142855,0.6017857142857143,7
191,570,.05,5,12,second,8,emily,8,1,1,0,1,1,1,0,500,1,.001,1,0,1,3,4,4,4,3,3,4,4,2,2,2,2,2,2,2,4,2,2,2,3,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,0,2,NA,28,1,9,2,2,23685764,1,1,5,2,29,15,7,27,1,1,0.725,0.7142857142857143,0.7196428571428571,9
192,656,$.05,5 minutes,47 days,second place,8,Emily,0,1,1,1,1,1,1,1,500,10,.1 percent,1,1,0,1,3,4,4,2,4,4,1,1,1,1,1,1,1,1,1,1,2,4,3,6,6,4,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,2,NA,47,1,8,2,4,88204395,1,1,7,2,23,32,8,18,1,1,0.575,1,0.7875,10
193,507,$0.10,100 minutes,24 days,1st place,8,June,9,0,0,0,0,1,0,0,500 times,100,0.001%,1,0,0,5,4,1,5,3,4,4,3,3,4,1,2,1,1,2,1,2,3,4,3,6,1,4,2,3,2,2,3,3,4,1,1,0,0,1,1,1,1,2,NA,22,1,5,1,3,53243901,1,1,1,1,29,30,6,27,1,1,0.725,0.14285714285714285,0.43392857142857144,7
194,452,.10,5,47,first,7,June,27,0,1,1,0,0,0,0,500,100,.01,1,0,0,3,5,5,5,1,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,1,1,2,2,4,1,1,1,1,1,1,1,1,2,NA,38,1,5,4,2,51838861,1,1,2,1,29,20,8,12,1,1,0.725,0.2857142857142857,0.5053571428571428,9
195,620,.10,100,96,1,7,june,9,0,0,0,0,0,0,0,6,"10,000",1,0,1,0,2,3,2,3,4,3,4,3,1,3,3,2,3,3,2,3,3,2,3,3,3,3,2,4,2,3,4,5,5,4,1,0,1,1,1,1,1,0,2,NA,44,1,8,2,3,94810599,1,1,0,1,24,35,6,31,1,1,0.6,0,0.3,7
196,595,.08,20 minutes,24 days,first,8,Emily,3,0,0,0,0,1,1,0,500,10,1,1,1,0,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,5,5,5,5,4,5,5,5,5,5,1,1,1,0,1,1,1,1,2,NA,67,1,8,4,2,72993507,1,1,2,2,31,49,7,46,1,1,0.775,0.2857142857142857,0.5303571428571429,9
197,1043,.10,50,24,1st,7,june,9',0,0,0,0,0,0,0,320,1,1%,0,0,0,5,5,5,3,1,1,1,5,5,5,2,5,5,5,5,5,5,5,5,5,1,1,1,6,6,6,6,6,6,6,1,1,0,1,1,1,1,1,2,NA,39,1,5,2,3,36986101,1,1,0,0,26,45,7,57,1,1,0.65,0,0.325,7
198,712,.10,100 minutes,24 days,1st place,8 sheep,Emily,27',0,0,0,0,1,1,0,300,.001,.001,0,0,1,4,5,3,5,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,1,3,3,5,1,0,1,1,1,1,1,1,2,NA,37,1,9,3,2,5882207,1,1,2,1,30,27,7,12,1,1,0.75,0.2857142857142857,0.5178571428571428,8
199,596,10,100,49,2nd,8,Emily,27,0,0,0,1,1,1,0,6,100,10,0,0,0,2,4,3,3,4,3,4,4,5,5,4,2,3,5,2,3,5,4,3,5,2,2,2,3,2,2,2,1,2,3,1,1,0,1,0,0,1,1,2,NA,61,1,5,2,3,31057516,1,1,3,0,27,21,5,46,1,1,0.675,0.42857142857142855,0.5517857142857143,5
200,629,0.10,100,24,First,8,Emily,9,0,0,0,0,1,1,0,500,10,.001,1,1,1,4,4,4,4,3,4,4,4,2,2,2,1,2,2,2,3,2,2,3,2,6,3,5,4,4,4,4,4,4,4,1,1,1,0,1,0,1,1,1,NA,26,1,8,1,2,44764234,1,1,2,3,31,42,6,25,1,1,0.775,0.2857142857142857,0.5303571428571429,9
201,898,.05,100,24,first place,8,Emily,18,1,0,0,0,1,1,0,52,10,.01,0,1,0,4,5,4,5,5,4,4,4,5,5,4,4,2,4,4,5,4,4,5,5,1,1,1,1,1,1,1,1,1,4,1,1,1,0,1,1,1,1,1,NA,76,1,11,2,3,56058513,1,1,3,1,35,13,7,51,1,1,0.875,0.42857142857142855,0.6517857142857143,8
202,1274,10,100,24,Second,7,Emily,27,0,0,0,1,0,1,0,230,10,1,0,1,0,5,5,4,2,2,1,3,5,5,4,1,1,2,5,1,1,1,1,3,1,4,5,5,4,4,4,5,5,4,3,1,1,0,1,1,1,1,0,1,NA,25,1,9,2,3,50269485,1,1,2,1,27,43,6,26,1,1,0.675,0.2857142857142857,0.48035714285714287,7
203,173,55,50,28,1st,8,june,34,0,0,0,0,1,0,0,500,45,34,1,0,0,3,3,3,3,2,3,3,3,3,4,4,3,3,2,3,2,2,3,3,3,4,3,3,3,3,3,2,2,3,3,1,0,0,0,1,0,0,0,2,NA,31,1,4,1,3,63005668,1,1,1,1,23,29,2,35,1,1,0.575,0.14285714285714285,0.3589285714285714,3
205,1007,.10,100,24,SECOND,8,EMILY,27,0,0,0,1,1,1,0,500,10,1,1,1,0,5,4,4,4,3,2,2,3,4,3,2,4,2,3,4,4,2,1,3,4,5,4,5,5,6,5,5,6,6,6,1,1,1,1,1,0,1,1,1,NA,26,1,8,1,3,75930401,1,1,3,2,27,53,7,36,1,1,0.675,0.42857142857142855,0.5517857142857143,9
206,262,.10,5 minutes,47,first,7,Emily,0,0,1,1,0,0,1,1,500,10,.1,1,1,0,4,5,5,5,5,5,5,4,1,1,1,1,1,1,1,1,1,3,2,1,6,5,6,5,6,6,5,6,5,6,1,1,1,1,1,1,0,1,1,NA,22,1,5,1,2,89579285,1,1,4,2,38,56,7,15,1,1,0.95,0.5714285714285714,0.7607142857142857,9
207,214,0.10,100,24,1,7,emily,27,0,0,0,0,0,1,0,333,100,10,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,1,0,1,1,0,2,NA,23,2,7,1,6,31222745,1,1,1,0,24,30,4,34,1,1,0.6,0.14285714285714285,0.37142857142857144,4
208,235,$0.10,100 minutes,24,second,8,Emily,3,0,0,0,1,1,1,0,500,10,0.1%,1,1,1,3,3,3,4,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,3,3,4,4,4,1,1,1,1,1,1,1,1,2,NA,38,1,8,5,3,92973933,1,1,3,3,27,38,8,24,1,1,0.675,0.42857142857142855,0.5517857142857143,11
209,294,.10,23,36,1,8,June,45,0,0,0,0,1,0,0,689,106,4,0,0,0,2,4,2,5,1,1,2,5,4,5,3,4,4,3,5,5,4,5,4,5,1,5,4,4,4,3,2,4,4,5,1,1,1,0,1,1,1,0,2,NA,35,1,3,1,2,98819992,1,1,1,0,22,36,6,51,1,1,0.55,0.14285714285714285,0.3464285714285714,6
210,308,.10,100,24,First,7,June,9,0,0,0,0,0,0,0,500,Idk,10%,1,0,0,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,NA,24,1,5,3,1,16741079,1,1,0,1,24,10,7,12,1,1,0.6,0,0.3,8
211,303,0.05,100,47,first,8,Emily,27,1,0,1,0,1,1,0,500,10,0.1,1,1,0,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,2,1,1,6,6,6,6,5,6,6,5,6,6,0,1,1,1,1,1,0,1,1,NA,47,1,5,2,4,82903052,1,1,4,2,40,58,6,13,1,1,1,0.5714285714285714,0.7857142857142857,8
212,234,0.05,5 minutes,47 days,second,8,Emily,none,1,1,1,1,1,1,1,500,10,0.1,1,1,0,4,5,5,4,3,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,5,4,4,4,6,5,6,1,1,1,1,1,1,1,1,2,NA,37,1,8,2,3,18908441,1,1,7,2,34,50,8,12,1,1,0.85,1,0.925,10
213,295,.05,5,47,Second place,8,Emily,3,1,1,1,1,1,1,0,400,10,1,0,1,0,4,4,4,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,6,1,5,5,5,5,5,5,5,6,0,1,1,1,0,0,1,0,2,NA,48,1,5,5,2,85355378,1,1,6,1,33,48,4,12,1,1,0.825,0.8571428571428571,0.8410714285714285,5
215,303,0.05,5,47,second,8,Emily,27,1,1,1,1,1,1,0,500,10,0.1%,1,1,1,4,5,5,4,3,5,5,4,2,2,2,1,2,1,1,2,1,1,2,3,5,4,5,3,2,5,4,3,5,4,1,1,0,1,1,1,1,1,2,NA,25,1,8,1,2,99775169,1,1,6,3,35,40,7,20,1,1,0.875,0.8571428571428571,0.8660714285714286,10
216,261,.05,5,47,1st,8,Emily,3x3x3,1,1,1,0,1,1,0,500,400,.1,1,0,0,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,3,3,3,3,3,3,0,0,0,0,1,1,1,1,2,NA,32,5,5,2,6,96279302,1,1,5,1,24,30,4,24,1,1,0.6,0.7142857142857143,0.6571428571428571,5
218,395,.10,100,24,first,8,Emily,9,0,0,0,0,1,1,0,500,1,10,1,0,0,3,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,4,1,6,6,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,2,NA,38,1,4,2,2,83250196,1,1,2,1,38,35,8,15,1,1,0.95,0.2857142857142857,0.6178571428571429,9
220,304,.05,5,47,2,8,EMILY,0,1,1,1,0,1,1,1,500,10,.1,1,1,0,3,4,4,4,4,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,3,3,3,3,3,3,1,0,1,0,1,1,1,1,1,NA,58,1,4,2,3,92759805,1,1,6,2,29,32,6,24,1,1,0.725,0.8571428571428571,0.7910714285714285,8
221,268,0.05,5,47,second,8,Emily,9,1,1,1,1,1,1,0,500,10,0.1,1,1,0,5,5,5,5,1,1,5,5,5,5,5,3,3,5,5,5,5,1,5,5,1,1,6,1,1,6,6,1,6,1,1,1,1,1,1,1,1,1,1,NA,25,5,8,2,3,47032927,1,1,6,2,32,30,8,52,1,1,0.8,0.8571428571428571,0.8285714285714285,10
222,416,10,5,24,2nd,8,emily,3,0,1,0,1,1,1,0,350,1,1,0,0,0,5,5,5,5,1,1,1,5,1,5,5,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,1,1,1,0,1,1,1,1,1,NA,49,1,4,2,2,36150988,1,1,4,0,28,60,7,52,1,1,0.7,0.5714285714285714,0.6357142857142857,7
223,334,.10,100,24,1st,8,June,27,0,0,0,0,1,0,0,500,10,.01,1,1,0,3,3,4,4,3,4,4,3,1,1,1,1,1,1,1,3,1,2,3,2,6,5,6,3,4,5,4,3,6,5,1,1,1,1,1,0,1,1,2,NA,48,1,8,2,4,85110222,1,1,1,2,28,47,7,18,1,1,0.7,0.14285714285714285,0.4214285714285714,9
224,322,.09,100 minutes,24,first,8,Emily,27,0,0,0,0,1,1,0,500,10,.1%,1,1,1,4,4,4,5,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,2,NA,52,1,10,2,5,50095630,1,1,2,3,33,26,8,12,1,1,0.825,0.2857142857142857,0.5553571428571429,11
225,318,0.05,100 minutes,24 days,First place,8,Emily,27,1,0,0,0,1,1,0,500,10,.01,1,1,0,3,5,5,5,3,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,NA,27,1,5,1,2,47774809,1,1,3,2,35,60,8,12,1,1,0.875,0.42857142857142855,0.6517857142857143,10
226,1267,0.05,25,24,2,8,Emily,27,1,0,0,0,1,1,0,100,100,10,0,0,0,4,4,4,2,2,2,2,3,4,4,3,4,4,4,5,5,4,4,4,4,5,4,4,4,4,4,5,5,4,4,1,1,0,1,1,0,1,1,1,NA,26,1,9,1,3,95245960,1,1,3,0,23,43,6,49,1,1,0.575,0.42857142857142855,0.5017857142857143,6
227,441,.10,100,24,1st,8,June,3,0,0,0,0,1,0,0,500,10,10,1,1,0,4,4,3,4,3,3,4,3,4,4,4,4,3,5,5,3,3,3,5,4,3,3,3,2,3,2,2,4,3,4,1,1,1,1,1,0,1,0,1,NA,26,3,7,1,2,35089942,1,1,1,2,28,29,6,47,1,1,0.7,0.14285714285714285,0.4214285714285714,8
228,442,10,5,47,2,8,Emily,27,0,1,1,0,1,1,0,500,10,.1,1,1,0,3,4,3,4,4,3,5,4,3,3,1,1,1,1,1,1,1,1,3,4,6,4,4,5,3,4,3,3,5,5,1,1,0,1,1,1,1,1,2,NA,55,1,9,2,4,40298879,1,1,4,2,30,42,7,21,1,1,0.75,0.5714285714285714,0.6607142857142857,9
229,186,0.10,100,24,2,7,june,27,0,0,0,0,0,0,0,5,500,500,0,0,0,4,4,4,3,2,2,2,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,5,1,0,0,1,1,0,1,1,2,NA,44,1,9,2,3,31677350,1,1,0,0,25,42,5,47,1,1,0.625,0,0.3125,5
230,378,.10,100,24,first,8,Emily,9,0,0,0,0,1,1,0,500,100,.001,1,0,1,3,5,5,4,3,3,4,4,3,3,2,2,3,3,4,3,2,3,4,3,6,2,6,6,5,6,6,6,6,6,1,0,1,1,1,1,1,0,2,NA,28,1,8,1,2,45242231,1,1,2,2,31,55,6,35,1,1,0.775,0.2857142857142857,0.5303571428571429,8
231,345,",05",100,47,first,8,Emily,0,1,0,1,0,1,1,1,500,10,.1,1,1,0,3,4,3,4,3,3,4,3,3,3,2,3,2,3,3,3,3,4,2,3,3,4,3,2,3,2,2,4,4,4,1,1,1,1,1,1,1,1,2,NA,54,1,9,1,2,75255110,1,1,5,2,27,31,8,34,1,1,0.675,0.7142857142857143,0.6946428571428571,10
232,228,0.1,5,46,second,7,emily,27,0,1,0,1,0,1,0,35,5,6,5,0,0,5,3,3,1,4,2,1,4,4,2,3,5,4,3,1,4,5,3,5,4,5,3,4,5,2,6,3,3,4,6,1,1,1,1,0,0,1,1,2,NA,57,1,9,2,2,64888549,1,1,3,5,23,41,6,43,1,1,0.575,0.42857142857142855,0.5017857142857143,11
233,452,10,100,24,2,7,June,9,0,0,0,0,0,0,0,500,1,10,1,0,0,5,4,4,5,1,2,1,4,1,5,4,1,2,1,1,1,2,1,5,1,1,2,1,1,6,5,5,5,6,5,1,0,1,1,1,1,0,0,1,NA,31,1,4,1,2,42295542,1,1,0,1,26,37,5,25,1,1,0.65,0,0.325,6
234,534,.5,5 minutes,47,second,8,Emily,0,0,1,1,1,1,1,1,500,10,100,1,1,0,5,5,5,5,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,5,6,6,5,6,6,6,1,1,1,1,1,1,1,1,1,NA,35,1,8,2,4,25776481,1,1,6,2,39,58,8,12,1,1,0.975,0.8571428571428571,0.9160714285714285,10
236,343,.10,5 minutes,47,second,8,emily,3,0,1,1,1,1,1,0,500,10,.1,1,1,0,4,4,4,4,3,4,5,2,1,1,1,1,1,2,1,1,1,2,1,1,6,5,5,2,2,4,2,5,5,4,1,1,1,1,1,0,0,1,2,NA,27,1,8,5,3,1733819,1,1,5,2,30,40,6,14,1,1,0.75,0.7142857142857143,0.7321428571428572,8
237,321,.05,5,24,second,8,Emily,0,1,1,0,1,1,1,1,500,1,.1,1,0,0,4,5,5,4,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,NA,46,1,8,2,5,33266881,1,1,6,1,32,40,8,12,1,1,0.8,0.8571428571428571,0.8285714285714285,9
238,266,0.10,100,24,1st,7,Emily,3,0,0,0,0,0,1,0,250,10,1,0,1,0,4,4,4,5,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,0,0,1,NA,37,1,3,1,2,48243949,1,1,1,1,33,50,6,14,1,1,0.825,0.14285714285714285,0.4839285714285714,7
239,541,.10,100 minutes,24 days,first place,8,June,27,0,0,0,0,1,0,0,500,10,1,1,1,0,4,4,4,5,4,3,4,5,4,4,2,2,4,4,4,5,4,4,4,5,4,4,4,3,3,5,3,5,5,5,1,1,1,1,1,1,1,1,1,NA,66,1,5,3,2,1058485,1,1,1,2,33,41,8,46,1,1,0.825,0.14285714285714285,0.4839285714285714,10
240,506,10,100,24,1,8,Emily,27,0,0,0,0,1,1,0,450,5,10,0,0,0,5,4,4,5,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,2,2,3,5,6,1,1,1,1,0,0,1,0,2,NA,66,1,9,4,3,85767158,1,1,2,0,29,42,5,12,1,1,0.725,0.2857142857142857,0.5053571428571428,5
241,154,.10,100,24,1,8,June,3,0,0,0,0,1,0,0,100,10,10,0,1,0,4,3,3,3,3,2,2,4,4,3,3,4,4,3,4,3,3,4,3,3,4,3,4,4,3,4,3,4,4,4,1,0,0,1,1,0,1,0,2,NA,32,1,4,2,2,66875840,1,1,1,1,24,37,4,41,1,1,0.6,0.14285714285714285,0.37142857142857144,5
